Filename,site,Prefix,N_column,S_column,Start_year,End_year,N_years,Mean
cana372.rwl.csv,cana372,YJ333,YJ333N,YJ333S,1901,2002,102,2.422075828
cana372.rwl.csv,cana372,YJ338,YJ338N,YJ338S,1901,2002,102,1.235239579
cana372.rwl.csv,cana372,YJ361,YJ361N,YJ361S,1901,2002,102,0.510800526
cana372.rwl.csv,cana372,YJ362,YJ362N,YJ362S,1901,2002,102,1.148185324
cana373.rwl.csv,cana373,LF755,LF755N,LF755S,1901,1986,86,1.212724477
cana373.rwl.csv,cana373,LF757,LF757N,LF757S,1901,1986,86,0.964573026
cana373.rwl.csv,cana373,LF759,LF759N,LF759S,1901,1986,86,0.90977142
cana374.rwl.csv,cana374,YF313,YF313N,YF313S,1907,2002,96,2.380882306
cana374.rwl.csv,cana374,YF321,YF321N,YF321S,1921,2002,82,1.299698791
cana374.rwl.csv,cana374,YF334,YF334N,YF334S,1922,2002,81,1.031344261
cana374.rwl.csv,cana374,YF335,YF335N,YF335S,1901,2002,102,1.050967796
cana374.rwl.csv,cana374,YF343,YF343N,YF343S,1901,2002,102,0.914570127
cana375.rwl.csv,cana375,YU302,YU302N,YU302S,1901,2002,102,0.743306143
cana375.rwl.csv,cana375,YU303,YU303N,YU303S,1901,2002,102,0.944141053
cana375.rwl.csv,cana375,YU304,YU304N,YU304S,1901,2002,102,1.669104829
cana375.rwl.csv,cana375,YU306,YU306N,YU306S,1901,2001,101,2.321260161
cana375.rwl.csv,cana375,YU324,YU324N,YU324S,1901,2002,102,0.98178597
cana375.rwl.csv,cana375,YU330,YU330N,YU330S,1901,2002,102,1.265274526
cana375.rwl.csv,cana375,YU331,YU331N,YU331S,1901,2002,102,1.083525113
cana375.rwl.csv,cana375,YU338,YU338N,YU338S,1901,2002,102,1.431374076
cana375.rwl.csv,cana375,YU342,YU342N,YU342S,1905,2001,97,0.882392521
cana376.rwl.csv,cana376,YR301,YR301N,YR301S,1901,2002,102,1.09047443
cana376.rwl.csv,cana376,YR314,YR314N,YR314S,1901,2002,102,0.81135907
cana376.rwl.csv,cana376,YR322,YR322N,YR322S,1901,2002,102,1.089263908
cana376.rwl.csv,cana376,YR334,YR334N,YR334S,1901,2000,100,1.001327875
cana376.rwl.csv,cana376,YR339,YR339N,YR339S,1901,2002,102,1.178124348
cana377.rwl.csv,cana377,V0000,V0000N,V0000S,1901,1999,99,0.877544401
cana377.rwl.csv,cana377,V0005,V0005N,V0005S,1901,1999,99,0.98260216
cana377.rwl.csv,cana377,V0056,V0056N,V0056S,1901,1999,99,0.984159855
cana377.rwl.csv,cana377,V0059,V0059N,V0059S,1901,1999,99,1.104331993
cana377.rwl.csv,cana377,V0062,V0062N,V0062S,1901,1994,94,1.246605215
cana377.rwl.csv,cana377,V0065,V0065N,V0065S,1901,1999,99,0.988294789
cana377.rwl.csv,cana377,V0066,V0066N,V0066S,1901,1999,99,1.041562322
cana378.rwl.csv,cana378,YV304,YV304N,YV304S,1901,1992,92,1.264347528
cana378.rwl.csv,cana378,YV315,YV315N,YV315S,1901,1956,56,1.787684302
cana378.rwl.csv,cana378,YV323,YV323N,YV323S,1901,2002,102,0.987637025
cana378.rwl.csv,cana378,YV332,YV332N,YV332S,1901,2002,102,1.297783571
cana378.rwl.csv,cana378,YV335,YV335N,YV335S,1901,2002,102,1.305320442
cana379.rwl.csv,cana379,R0002,R0002N,R0002S,1901,1999,99,1.225835452
cana379.rwl.csv,cana379,R0003,R0003N,R0003S,1901,1999,99,1.000467146
cana379.rwl.csv,cana379,R0009,R0009N,R0009S,1901,1999,99,1.948565249
cana379.rwl.csv,cana379,R0013,R0013N,R0013S,1901,1999,99,0.927827342
cana379.rwl.csv,cana379,R0018,R0018N,R0018S,1901,1999,99,0.565456542
cana379.rwl.csv,cana379,R0021,R0021N,R0021S,1901,1999,99,0.814490067
cana379.rwl.csv,cana379,R0026,R0026N,R0026S,1901,1999,99,0.814008684
cana382.rwl.csv,cana382,S0000,S0000N,S0000S,1901,1999,99,1.082156995
cana382.rwl.csv,cana382,S0001,S0001N,S0001S,1901,1999,99,1.136363932
cana382.rwl.csv,cana382,S0007,S0007N,S0007S,1901,1999,99,1.904333285
cana382.rwl.csv,cana382,S0014,S0014N,S0014S,1901,1999,99,1.087423957
cana382.rwl.csv,cana382,S0015,S0015N,S0015S,1901,1994,94,1.019399594
cana382.rwl.csv,cana382,S0021,S0021N,S0021S,1901,1999,99,1.310736124
cana382.rwl.csv,cana382,S0022,S0022N,S0022S,1901,1999,99,0.697595683
cana382.rwl.csv,cana382,S0025,S0025N,S0025S,1901,1999,99,1.541206709
cana383.rwl.csv,cana383,YS211,YS211N,YS211S,1901,2001,101,0.757838567
cana383.rwl.csv,cana383,YS212,YS212N,YS212S,1901,1959,59,0.968182146
cana383.rwl.csv,cana383,YS213,YS213N,YS213S,1901,2001,101,1.515506935
cana383.rwl.csv,cana383,YS214,YS214N,YS214S,1901,2001,101,1.365547521
cana383.rwl.csv,cana383,YS215,YS215N,YS215S,1910,2001,92,1.205234239
cana383.rwl.csv,cana383,YS217,YS217N,YS217S,1901,2001,101,1.002550594
cana383.rwl.csv,cana383,YS223,YS223N,YS223S,1901,2001,101,1.603733736
cana383.rwl.csv,cana383,YS225,YS225N,YS225S,1901,2001,101,1.161019052
cana383.rwl.csv,cana383,YS230,YS230N,YS230S,1901,2001,101,1.032007607
cana384.rwl.csv,cana384,M0005,M0005N,M0005S,1901,1999,99,0.991257025
cana384.rwl.csv,cana384,M0011,M0011N,M0011S,1901,1999,99,1.164213425
cana384.rwl.csv,cana384,M0013,M0013N,M0013S,1901,1999,99,1.353368489
cana384.rwl.csv,cana384,M0018,M0018N,M0018S,1901,1999,99,0.609483084
cana384.rwl.csv,cana384,M0020,M0020N,M0020S,1901,1999,99,1.015058293
cana384.rwl.csv,cana384,M0023,M0023N,M0023S,1901,1999,99,0.903763256
cana384.rwl.csv,cana384,M0025,M0025N,M0025S,1901,1999,99,0.412555828
cana384.rwl.csv,cana384,YS421,YS421N,YS421S,1901,2003,103,0.931441636
cana384.rwl.csv,cana384,YS408,YS408N,YS408S,1901,2003,103,0.674506889
cana384.rwl.csv,cana384,YS416,YS416N,YS416S,1901,2003,103,0.558205255
cana384.rwl.csv,cana384,YS432,YS432N,YS432S,1901,1948,48,0.867347113
cana384.rwl.csv,cana384,YS422,YS422N,YS422S,1901,1994,94,1.056623374
cana384.rwl.csv,cana384,YS405,YS405N,YS405S,1901,2003,103,0.649038234
cana384.rwl.csv,cana384,YS412,YS412N,YS412S,1901,2003,103,0.991364508
cana384.rwl.csv,cana384,YS410,YS410N,YS410S,1901,2003,103,1.222209689
cana384.rwl.csv,cana384,YS406,YS406N,YS406S,1901,2003,103,1.087197767
cana384.rwl.csv,cana384,YS433,YS433N,YS433S,1901,1987,87,0.981599583
cana384.rwl.csv,cana384,YS440,YS440N,YS440S,1901,2003,103,1.039066553
cana386.rwl.csv,cana386,B3H16,B3H16N,B3H16S,1901,2002,102,1.092084376
cana386.rwl.csv,cana386,B3H20,B3H20N,B3H20S,1901,1943,43,0.74139543
cana387.rwl.csv,cana387,YW450,YW450N,YW450S,1901,2003,103,1.264352277
cana387.rwl.csv,cana387,YW453,YW453N,YW453S,1901,2003,103,0.935888503
cana387.rwl.csv,cana387,YW461,YW461N,YW461S,1909,2003,95,0.848910039
cana387.rwl.csv,cana387,YW462,YW462N,YW462S,1901,2003,103,0.871414162
cana387.rwl.csv,cana387,YW463,YW463N,YW463S,1901,2003,103,1.002905557
cana387.rwl.csv,cana387,YW490,YW490N,YW490S,1901,2003,103,1.013868349
cana387.rwl.csv,cana387,YW491,YW491N,YW491S,1901,2003,103,0.941992136
cana389.rwl.csv,cana389,J0017,J0017N,J0017S,1901,1982,82,0.888848333
cana389.rwl.csv,cana389,J0019,J0019N,J0019S,1901,1998,98,0.758353945
cana389.rwl.csv,cana389,J0023,J0023N,J0023S,1901,1976,76,0.763382211
cana389.rwl.csv,cana389,J0025,J0025N,J0025S,1915,1999,85,1.180658122
cana391.rwl.csv,cana391,G9801,G9801N,G9801S,1901,1997,97,0.791992226
cana394.rwl.csv,cana394,YH406,YH406N,YH406S,1901,2003,103,0.780947924
cana394.rwl.csv,cana394,YH472,YH472N,YH472S,1916,2003,88,1.608109523
cana394.rwl.csv,cana394,YH404,YH404N,YH404S,1923,2003,81,0.79972603
cana395.rwl.csv,cana395,E0005,E0005N,E0005S,1901,1995,95,1.490319253
cana397.rwl.csv,cana397,G0005,G0005N,G0005S,1901,1999,99,0.855012099
cana397.rwl.csv,cana397,G0007,G0007N,G0007S,1901,1999,99,0.86174849
cana397.rwl.csv,cana397,G0010,G0010N,G0010S,1901,1999,99,0.527854724
cana397.rwl.csv,cana397,G0016,G0016N,G0016S,1901,1999,99,1.568857681
cana397.rwl.csv,cana397,G0022,G0022N,G0022S,1901,1998,98,0.855397584
cana398.rwl.csv,cana398,J9801,J9801N,J9801S,1901,1997,97,1.14658269
cana398.rwl.csv,cana398,J9807,J9807N,J9807S,1901,1986,86,1.19581686
cana398.rwl.csv,cana398,J9811,J9811N,J9811S,1901,1967,67,1.068858418
cana398.rwl.csv,cana398,J9813,J9813N,J9813S,1901,1953,53,0.688271593
cana398.rwl.csv,cana398,J9819,J9819N,J9819S,1901,1997,97,1.078793053
cana398.rwl.csv,cana398,J9822,J9822N,J9822S,1901,1989,89,0.968688226
cana399.rwl.csv,cana399,A0006,A0006N,A0006S,1901,1938,38,1.208386383
cana399.rwl.csv,cana399,A0014,A0014N,A0014S,1901,1999,99,1.123466756
cana399.rwl.csv,cana399,A0016,A0016N,A0016S,1901,1980,80,1.10853569
cana399.rwl.csv,cana399,A0030,A0030N,A0030S,1901,1971,71,1.097690686
cana399.rwl.csv,cana399,L0008,L0008N,L0008S,1901,1999,99,1.088631741
cana399.rwl.csv,cana399,L0012,L0012N,L0012S,1901,1991,91,1.19837318
cana400.rwl.csv,cana400,V0006,V0006N,V0006S,1901,1966,66,0.710771337
cana400.rwl.csv,cana400,V0010,V0010N,V0010S,1901,1996,96,1.710417226
cana400.rwl.csv,cana400,V0012,V0012N,V0012S,1901,1999,99,0.788774554
cana400.rwl.csv,cana400,V0014,V0014N,V0014S,1901,1999,99,0.765530441
cana400.rwl.csv,cana400,V0022,V0022N,V0022S,1901,1999,99,1.602691085
cana402.rwl.csv,cana402,R0006,R0006N,R0006S,1901,1998,98,0.994303903
cana402.rwl.csv,cana402,R0012,R0012N,R0012S,1901,1999,99,0.948152945
cana402.rwl.csv,cana402,R0014,R0014N,R0014S,1901,1999,99,1.411165659
cana402.rwl.csv,cana402,R0018,R0018N,R0018S,1901,1999,99,0.868651857
cana402.rwl.csv,cana402,R0020,R0020N,R0020S,1901,1999,99,0.821189753
cana402.rwl.csv,cana402,R0024,R0024N,R0024S,1901,1999,99,0.96133303
cana402.rwl.csv,cana402,R0025,R0025N,R0025S,1901,1999,99,2.052607053
cana402.rwl.csv,cana402,R0027,R0027N,R0027S,1901,1999,99,1.040496842
cana402.rwl.csv,cana402,R0029,R0029N,R0029S,1901,1998,98,1.57469539
cana402.rwl.csv,cana402,R0038,R0038N,R0038S,1901,1999,99,1.200693007
cana403.rwl.csv,cana403,T0008,T0008N,T0008S,1901,1999,99,0.900841539
cana403.rwl.csv,cana403,T0011,T0011N,T0011S,1901,1999,99,0.88634969
cana404.rwl.csv,cana404,AV402,AV402N,AV402S,1901,1992,92,1.113794555
cana404.rwl.csv,cana404,AV411,AV411N,AV411S,1901,1993,93,1.226558192
cana411.rwl.csv,cana411,LV777,LV777N,LV777S,1912,1986,75,1.293199106
cana411.rwl.csv,cana411,LV779,LV779N,LV779S,1906,1986,81,0.988375885
cana411.rwl.csv,cana411,LV795,LV795N,LV795S,1914,1986,73,1.74005445
cana413.rwl.csv,cana413,M8834,M8834N,M8834S,1901,1987,87,1.857864867
cana413.rwl.csv,cana413,M8856,M8856N,M8856S,1901,1987,87,0.626424005
cana413.rwl.csv,cana413,M8861,M8861N,M8861S,1901,1987,87,1.16384135
cana416.rwl.csv,cana416,RP404,RP404N,RP404S,1901,1979,79,1.157581638
cana416.rwl.csv,cana416,RP413,RP413N,RP413S,1901,1993,93,1.505933417
cana416.rwl.csv,cana416,RP414,RP414N,RP414S,1901,1991,91,0.750842004
cana416.rwl.csv,cana416,RP416,RP416N,RP416S,1901,1992,92,1.456473509
cana416.rwl.csv,cana416,RP417,RP417N,RP417S,1901,1992,92,1.02250108
cana422.rwl.csv,cana422,TW403,TW403N,TW403S,1901,1993,93,0.945002557
cana425.rwl.csv,cana425,WP461,WP461N,WP461S,1901,1993,93,0.676418063
cana426.rwl.csv,cana426,JB842,JB842N,JB842S,1901,2007,107,0.923716716
cana426.rwl.csv,cana426,JB845,JB845N,JB845S,1901,2008,108,2.207384788
cana426e.rwl.csv,cana426e,JB842,JB842N,JB842S,1901,2007,107,1.053621489
cana426e.rwl.csv,cana426e,JB845,JB845N,JB845S,1901,2008,108,2.16011219
cana426l.rwl.csv,cana426l,JB842,JB842N,JB842S,1901,2007,107,0.640330253
cana427.rwl.csv,cana427,JY802,JY802N,JY802S,1901,2008,108,0.904947906
cana427.rwl.csv,cana427,JY819,JY819N,JY819S,1901,2008,108,0.991878483
cana427e.rwl.csv,cana427e,JY802,JY802N,JY802S,1901,2008,108,0.925176851
cana427e.rwl.csv,cana427e,JY819,JY819N,JY819S,1901,2008,108,0.961718893
cana428.rwl.csv,cana428,A7K06,A7K06N,A7K06S,1901,2006,106,1.285806913
cana428.rwl.csv,cana428,A7K20,A7K20N,A7K20S,1901,2006,106,0.826726937
cana428.rwl.csv,cana428,A7K22,A7K22N,A7K22S,1901,2006,106,1.013733313
cana430.rwl.csv,cana430,A2320,A2320N,A2320S,1901,1981,81,1.049728366
cana430.rwl.csv,cana430,A8719,A8719N,A8719S,1901,1964,64,1.34648159
cana430.rwl.csv,cana430,A8724,A8724N,A8724S,1901,1986,86,1.281244571
cana430.rwl.csv,cana430,A8730,A8730N,A8730S,1901,1986,86,1.488180688
cana430.rwl.csv,cana430,A8812,A8812N,A8812S,1901,1987,87,0.964609862
cana430.rwl.csv,cana430,A8816,A8816N,A8816S,1901,1987,87,0.840670237
cana430.rwl.csv,cana430,A8817,A8817N,A8817S,1901,1987,87,1.945043545
cana430.rwl.csv,cana430,A8821,A8821N,A8821S,1901,1986,86,1.207433444
cana430.rwl.csv,cana430,A8827,A8827N,A8827S,1901,1987,87,1.147241413
cana430.rwl.csv,cana430,A8832,A8832N,A8832S,1901,1987,87,0.620095739
cana432.rwl.csv,cana432,B9243,B9243N,B9243S,1936,1991,56,0.053363594
cana433.rwl.csv,cana433,B8291,B8291N,B8291S,1901,1981,81,0.819651892
cana435.rwl.csv,cana435,M9104,M9104N,M9104S,1901,1990,90,0.942133486
cana435.rwl.csv,cana435,M9142,M9142N,M9142S,1901,1990,90,0.781905418
cana435.rwl.csv,cana435,M9155,M9155N,M9155S,1901,1990,90,1.194582991
cana437.rwl.csv,cana437,G9111,G9111N,G9111S,1901,1942,42,0.907549569
cana437.rwl.csv,cana437,G9112,G9112N,G9112S,1901,1990,90,0.505305751
cana438.rwl.csv,cana438,Q8840,Q8840N,Q8840S,1901,1987,87,1.144279441
cana440.rwl.csv,cana440,LL816,LL816N,LL816S,1901,1943,43,1.406052917
cana440.rwl.csv,cana440,L8321,L8321N,L8321S,1901,1982,82,1.12418876
cana441.rwl.csv,cana441,LS743,LS743N,LS743S,1901,1986,86,0.741873969
cana441.rwl.csv,cana441,LS756,LS756N,LS756S,1901,1986,86,0.907264628
cana442.rwl.csv,cana442,B3M12,B3M12N,B3M12S,1901,2002,102,0.735312656
cana443.rwl.csv,cana443,W8816,W8816N,W8816S,1901,1987,87,0.600454065
cana446.rwl.csv,cana446,Q9106,Q9106N,Q9106S,1901,1937,37,2.09721027
cana449.rwl.csv,cana449,T9120,T9120N,T9120S,1901,1967,67,1.093762082
cana452.rwl.csv,cana452,W9207,W9207N,W9207S,1901,1991,91,1.226656691
cana453.rwl.csv,cana453,V9101,V9101N,V9101S,1901,1990,90,1.087005516
cana454.rwl.csv,cana454,B3T17,B3T17N,B3T17S,1901,2002,102,0.70307652
cana457.rwl.csv,cana457,Y9142,Y9142N,Y9142S,1901,1945,45,1.33750389
cana572.rwl.csv,cana572,CRA21,CRA21N,CRA21S,1901,1998,98,1.054326095
cana572.rwl.csv,cana572,CRA09,CRA09N,CRA09S,1901,1998,98,1.244363537
cana572.rwl.csv,cana572,CRA10,CRA10N,CRA10S,1901,1998,98,1.504583349
cana592.rwl.csv,cana592,YB0008,YB0008N,YB0008S,1901,1998,98,0.840120045
cana592b.rwl.csv,cana592b,YB0008,YB0008N,YB0008S,1901,1998,98,1.13773905
cana592b.rwl.csv,cana592b,YB0009,YB0009N,YB0009S,1901,1998,98,1.184574394
cana593.rwl.csv,cana593,YNG915,YNG915N,YNG915S,1901,1998,98,1.0055093
cana593.rwl.csv,cana593,YNG935,YNG935N,YNG935S,1901,1998,98,0.828312911
cana593.rwl.csv,cana593,YNG936,YNG936N,YNG936S,1901,1998,98,1.33201712
cana593.rwl.csv,cana593,YNG947,YNG947N,YNG947S,1901,1998,98,1.166210256
cana593b.rwl.csv,cana593b,YNG935,YNG935N,YNG935S,1901,1997,97,1.193105802
cana593b.rwl.csv,cana593b,YNG936,YNG936N,YNG936S,1901,1997,97,1.020793825
cana593b.rwl.csv,cana593b,YNG941,YNG941N,YNG941S,1901,1997,97,1.039583226
cana594.rwl.csv,cana594,YC402,YC402N,YC402S,1901,2003,103,0.723685395
cana597.rwl.csv,cana597,YF203,YF203N,YF203S,1901,2001,101,0.827103577
cana597.rwl.csv,cana597,YF207,YF207N,YF207S,1901,2001,101,1.71252984
cana597.rwl.csv,cana597,YF222,YF222N,YF222S,1901,2001,101,0.844072636
cana597.rwl.csv,cana597,FARR30,FARR30N,FARR30S,1901,2004,104,1.166592939
cana598.rwl.csv,cana598,YWW27,YWW27N,YWW27S,1901,2001,101,0.809976274
cana598b.rwl.csv,cana598b,YWW08,YWW08N,YWW08S,1901,1998,98,0.968414699
cana600.rwl.csv,cana600,L0003,L0003N,L0003S,1901,1999,99,0.596167805
cana600.rwl.csv,cana600,L0006,L0006N,L0006S,1901,1991,91,1.791841047
cana600.rwl.csv,cana600,L0008,L0008N,L0008S,1901,1999,99,1.292837773
cana600.rwl.csv,cana600,L9934,L9934N,L9934S,1901,1998,98,1.626571525
cana600.rwl.csv,cana600,L9939,L9939N,L9939S,1901,1996,96,1.624103813
cana600.rwl.csv,cana600,L9947,L9947N,L9947S,1901,1998,98,1.183489099
cana600.rwl.csv,cana600,L9948,L9948N,L9948S,1901,1949,49,1.434654288
cana600.rwl.csv,cana600,YLL11,YLL11N,YLL11S,1901,2001,101,1.295797569
cana600.rwl.csv,cana600,YLL13,YLL13N,YLL13S,1901,1933,33,0.995851197
cana600.rwl.csv,cana600,YLL14,YLL14N,YLL14S,1901,1997,97,1.284293678
cana600.rwl.csv,cana600,YLL20,YLL20N,YLL20S,1901,2001,101,1.58066942
cana600.rwl.csv,cana600,YLL22,YLL22N,YLL22S,1901,2001,101,1.640685457
cana600.rwl.csv,cana600,YLL23,YLL23N,YLL23S,1901,2001,101,0.962648011
cana600b.rwl.csv,cana600b,LLB42,LLB42N,LLB42S,1901,2000,100,0.992541042
cana600b.rwl.csv,cana600b,LLB19,LLB19N,LLB19S,1901,1978,78,1.074990441
cana601.rwl.csv,cana601,LAPR13,LAPR13N,LAPR13S,1901,2005,105,0.842875823
cana601.rwl.csv,cana601,LAPR65,LAPR65N,LAPR65S,1901,1988,88,0.99382905
cana601b.rwl.csv,cana601b,LAPB13,LAPB13N,LAPB13S,1901,2004,104,1.066952722
cana602.rwl.csv,cana602,YB224,YB224N,YB224S,1901,2001,101,1.107947475
cana602b.rwl.csv,cana602b,YB224,YB224N,YB224S,1901,2000,100,0.98739315
cana603.rwl.csv,cana603,YM401,YM401N,YM401S,1901,1999,99,0.905873952
cana603b.rwl.csv,cana603b,YM401,YM401N,YM401S,1901,2002,102,0.959625566
cana604.rwl.csv,cana604,YE201,YE201N,YE201S,1901,1945,45,1.264261971
cana604.rwl.csv,cana604,YE219,YE219N,YE219S,1901,2001,101,0.889223838
cana604.rwl.csv,cana604,MTMR03,MTMR03N,MTMR03S,1901,2005,105,1.001795812
cana604.rwl.csv,cana604,MTMR29,MTMR29N,MTMR29S,1901,2005,105,1.111581715
cana604b.rwl.csv,cana604b,MTMB03,MTMB03N,MTMB03S,1901,2004,104,0.970114041
cana605.rwl.csv,cana605,ROSR23,ROSR23N,ROSR23S,1901,2005,105,1.00144728
cana605b.rwl.csv,cana605b,ROSB23,ROSB23N,ROSB23S,1901,2004,104,0.970679065
cana609.rwl.csv,cana609,01_17,01_17N,01_17S,1901,2015,115,1.062208844
cana609.rwl.csv,cana609,01_26,01_26N,01_26S,1999,2015,17,1.713189052
cana609.rwl.csv,cana609,01_29,01_29N,01_29S,1984,2015,32,1.257106272
cana609.rwl.csv,cana609,01_34,01_34N,01_34S,1901,2015,115,1.375583044
cana609.rwl.csv,cana609,01_36,01_36N,01_36S,1927,2012,86,1.421028871
cana609.rwl.csv,cana609,01_39,01_39N,01_39S,1919,2015,97,1.35478471
cana609.rwl.csv,cana609,01_47,01_47N,01_47S,1944,2015,72,1.034297766
cana609.rwl.csv,cana609,01_49,01_49N,01_49S,1969,2015,47,0.761543071
cana609.rwl.csv,cana609,01_51,01_51N,01_51S,1989,2015,27,1.034983435
cana609.rwl.csv,cana609,01_57,01_57N,01_57S,1985,2015,31,0.931354665
cana609.rwl.csv,cana609,01_58,01_58N,01_58S,1994,2015,22,1.262144015
cana609.rwl.csv,cana609,01_61,01_61N,01_61S,1987,2015,29,1.865655691
cana609.rwl.csv,cana609,01_62,01_62N,01_62S,1991,2015,25,0.940164551
cana609.rwl.csv,cana609,01_79,01_79N,01_79S,1952,2015,64,2.356359776
cana609.rwl.csv,cana609,01_82,01_82N,01_82S,1983,2015,33,1.2618632
cana609.rwl.csv,cana609,01_83,01_83N,01_83S,1989,2015,27,1.047279954
cana609.rwl.csv,cana609,01_93,01_93N,01_93S,1950,2015,66,1.770737045
cana609.rwl.csv,cana609,02_03,02_03N,02_03S,1960,2015,56,0.977051188
cana609.rwl.csv,cana609,02_09,02_09N,02_09S,1943,2015,73,0.531312689
cana609.rwl.csv,cana609,02_12,02_12N,02_12S,1941,2015,75,0.922533127
cana609.rwl.csv,cana609,02_13,02_13N,02_13S,1950,2015,66,1.505975025
chn088.rwl.csv,chn088,S1T02,S1T02N,S1T02S,1902,2015,114,1.119382547
chn088.rwl.csv,chn088,S1T03,S1T03N,S1T03S,1901,2015,115,1.414700057
chn088.rwl.csv,chn088,S1T04,S1T04N,S1T04S,1901,2015,115,0.815714348
chn088.rwl.csv,chn088,S1T07,S1T07N,S1T07S,1919,2015,97,1.519116006
chn088.rwl.csv,chn088,S1T08,S1T08N,S1T08S,1920,2015,96,1.373613562
chn088.rwl.csv,chn088,S1T10,S1T10N,S1T10S,1901,2015,115,1.260875956
chn088.rwl.csv,chn088,S1T13,S1T13N,S1T13S,1968,2015,48,1.068045135
chn088.rwl.csv,chn088,S1T14,S1T14N,S1T14S,1945,2015,71,0.939026472
chn088.rwl.csv,chn088,S1T16,S1T16N,S1T16S,1965,2015,51,0.869350819
chn088.rwl.csv,chn088,S1T18,S1T18N,S1T18S,1901,2015,115,0.807483972
chn088.rwl.csv,chn088,S1T19,S1T19N,S1T19S,1901,2015,115,0.788014267
chn089.rwl.csv,chn089,S2T01,S2T01N,S2T01S,1980,2015,36,1.30406687
chn089.rwl.csv,chn089,S2T02,S2T02N,S2T02S,1973,2015,43,0.972641839
chn089.rwl.csv,chn089,S2T05,S2T05N,S2T05S,1980,2015,36,0.766318236
chn089.rwl.csv,chn089,S2T07,S2T07N,S2T07S,1974,2015,42,0.489037776
chn089.rwl.csv,chn089,S2T11,S2T11N,S2T11S,1972,2015,44,0.573757203
chn089.rwl.csv,chn089,S2T13,S2T13N,S2T13S,1984,2015,32,0.89362974
chn089.rwl.csv,chn089,S2T14,S2T14N,S2T14S,1969,2015,47,1.264171877
chn089.rwl.csv,chn089,S2T15,S2T15N,S2T15S,1926,2015,90,1.645153859
chn089.rwl.csv,chn089,S2T16,S2T16N,S2T16S,1966,2015,50,1.047701829
chn089.rwl.csv,chn089,S2T03,S2T03N,S2T03S,1968,2015,48,0.644275454
chn089.rwl.csv,chn089,S2T17,S2T17N,S2T17S,1972,2015,44,0.957784413
chn089.rwl.csv,chn089,S2T10,S2T10N,S2T10S,1978,2015,38,0.969072313
ct001.rwl.csv,ct001,BP2,BP2N,BP2S,1901,1982,82,0.764153605
ct001.rwl.csv,ct001,BP8,BP8N,BP8S,1901,1985,85,1.247502346
ct001.rwl.csv,ct001,BP10,BP10N,BP10S,1901,1985,85,0.959771044
ct002.rwl.csv,ct002,NF3,NF3N,NF3S,1901,1972,72,2.143046213
ct002.rwl.csv,ct002,NF5,NF5N,NF5S,1901,1985,85,1.034534122
ct002.rwl.csv,ct002,NF8,NF8N,NF8S,1901,1984,84,1.748942366
ct003.rwl.csv,ct003,NMC25,NMC25N,NMC25S,1901,2015,115,1.445415327
ct003.rwl.csv,ct003,NMC27,NMC27N,NMC27S,1901,2015,115,1.326206835
ct003.rwl.csv,ct003,NMC28,NMC28N,NMC28S,1901,2015,115,1.056982222
ct003.rwl.csv,ct003,NMC29,NMC29N,NMC29S,1913,2015,103,1.096436577
ct003.rwl.csv,ct003,NMC30,NMC30N,NMC30S,1901,2015,115,1.754217904
ct003.rwl.csv,ct003,NMC31,NMC31N,NMC31S,1901,2015,115,0.952489722
ct003.rwl.csv,ct003,NMC32,NMC32N,NMC32S,1901,2015,115,1.039359571
ct003.rwl.csv,ct003,NMC33,NMC33N,NMC33S,1901,2015,115,0.779640297
ct003.rwl.csv,ct003,NMC36,NMC36N,NMC36S,1926,2015,90,1.291135785
ct003.rwl.csv,ct003,NMC37,NMC37N,NMC37S,1901,2015,115,1.137730297
ct003.rwl.csv,ct003,NMC38,NMC38N,NMC38S,1901,2015,115,1.260962022
ct003.rwl.csv,ct003,NMC39,NMC39N,NMC39S,1908,2015,108,1.119719316
ct003.rwl.csv,ct003,NMC41,NMC41N,NMC41S,1901,2015,115,0.912466008
ct003.rwl.csv,ct003,NMC46,NMC46N,NMC46S,1901,2015,115,0.838777722
in042.rwl.csv,in042,206,206N,206S,1901,1949,49,1.086862776
ma035.rwl.csv,ma035,WMS04,WMS04N,WMS04S,1933,2014,82,1.168295613
ma035.rwl.csv,ma035,WMS08,WMS08N,WMS08S,1913,2014,102,0.943326738
ma035.rwl.csv,ma035,WMS10,WMS10N,WMS10S,1901,2014,114,0.834636185
ma035.rwl.csv,ma035,WMS12,WMS12N,WMS12S,1918,2014,97,1.097444612
ma035.rwl.csv,ma035,WMS14,WMS14N,WMS14S,1906,2007,102,1.467800592
ma035.rwl.csv,ma035,WMS16,WMS16N,WMS16S,1924,2014,91,1.063734435
ma035.rwl.csv,ma035,WMS18,WMS18N,WMS18S,1901,2014,114,1.203295209
ma035.rwl.csv,ma035,WMS19,WMS19N,WMS19S,1916,2014,99,1.259913615
ma035.rwl.csv,ma035,WMS20,WMS20N,WMS20S,1901,2014,114,0.952523828
ma035.rwl.csv,ma035,WMS22,WMS22N,WMS22S,1913,2014,102,1.242434088
ma035.rwl.csv,ma035,WMS24,WMS24N,WMS24S,1913,2014,102,1.184166318
ma035.rwl.csv,ma035,WMS26,WMS26N,WMS26S,1926,2014,89,1.20566405
ma035.rwl.csv,ma035,WMS30,WMS30N,WMS30S,1919,2014,96,1.008225081
